Open
49.833332
48.5
49.291668
49.583332
51.208332
54.791668
54.833332
50.666668
51.166668
55.291668
51.75
60
64
58.625
57
51.666668
50.666668
48.333332
47.75
48.5
48.833332
47.75
53.666668
49.375
45.375
46.5625
45.875
50.1875
53.75
52.4375
49
53.0625
52.75
51
52
56.4375
57.5
49.125
47.5
46.625
43.125
40.1875
38.1875
42.8125
44.875
41.875
39.75
39.4375
37.375
40.25
44
45.625
44.625
49
53.5
50.5625
54.189999
54.509998
52.470001
51.990002
48
45.900002
47.5
44.400002
42.150002
44.5
39.900002
45.369999
47.950001
50.040001
49.049999
46.400002
48.48
49
48.75
44.25
44.5
46
44.799999
44.400002
42.900002
43.400002
43.599998
43.32
41.810001
41.299999
40.779999
39.5
36.299999
35
31.65
34.299999
32.5
32.099998
33.880001
37.099998
36.5
38.759998
39.599998
39.389999
36.900002
39.77
36.099998
35.759998
36.450001
39.049999
37.650002
36
35.150002
32.169998
31.219999
29.299999
27.799999
30.25
35.5
36.009998
35.200001
35.650002
34.540001
35.5
37.27
35.400002
35.950001
35.349998
37.799999
37.75
36
33.650002
33.599998
32.25
33.59
32.59
29.6
25.959999
23.75
22.879999
25.799999
24.98
25.75
25.65
23.200001
21.6
19.559999
18.35
16.549999
17.01
18.68
21
22.35
20.219999
22.24
25
25.99
23.860001
23.799999
24.4
24.01
26
27.4
26.52
23.75
23.5
22
22.08
22.889999
23.15
21.870001
21.25
23.75
23.75
26.459999
25.98
27.309999
28
30
30.08
31.25
30.700001
33.349998
34.599998
34.950001
34.549999
34.25
34.48
36.48
35.099998
35.470001
33.360001
32.990002
34.099998
33.720001
34.419998
34.34
34
35.009998
34.400002
35.200001
35.560001
36.150002
35.25
36.220001
36.009998
35.200001
35.169998
35.610001
34.73
35.5
35.77
36.27
36.66
38.5
39.400002
39.450001
39.099998
39.849998
40.419998
40.580002
41.23
43.040001
41.279999
41.25
41.470001
41.279999
41.16
39.25
38.310001
38.009998
35.950001
35.060001
36.27
36.84
37.529999
37.73
37.200001
38.09
38
37
35.950001
36.439999
37.23
36.060001
36.950001
38.75
39.669998
39.849998
39.689999
39.66
39.619999
40.330002
39.5
38.549999
37.470001
38.77
39.32
39
37.419998
37.689999
37.950001
38
38.599998
39.200001
39.48
38.27
37.709999
36.860001
37.279999
37.700001
37.57
36.509998
36.970001
37.509998
36.110001
35.880001
34.93
33.669998
34.669998
34.25
34.98
35.580002
35.560001
34.59
35.900002
35.830002
35.470001
35.290001
35.900002
35.580002
35
34.810001
35.669998
35.549999
35.32
35.310001
34.27
34.59
33.43
34.25
34.790001
34.880001
34.25
34.189999
34
34.209999
35.259998
36.5
37.459999
37.98
38
39
38.830002
39.139999
39.709999
40.400002
39.830002
39.880001
39.48
38.139999
39.52
39.400002
39.77
40.630001
41.549999
41.48
41.450001
41.310001
41.860001
41.950001
41.93
42.279999
42.509998
45.380001
46.599998
44.330002
42.75
42.900002
43.66
42.099998
40.169998
40.669998
42.049999
42.540001
40.810001
43.400002
45.099998
45
44.299999
45.41
45.400002
45.639999
45.59
46.700001
47.110001
46.959999
46.860001
47.98
46.830002
47.34
47.18
47.400002
47.66
47.139999
46.279999
46.700001
48.299999
47.98
48
47.57
48.16
48.869999
49.57
50.810001
50.59
51.150002
51.169998
47.599998
48.639999
47.200001
48.549999
48.380001
48.779999
49.470001
52.349998
52.459999
52.810001
52
52.380001
51.650002
51.560001
50.41
50.830002
48.720001
48.900002
49.209999
49.91
47.75
44.75
43.759998
45.23
47.169998
45.75
44.400002
43.75
45.389999
47.200001
45.470001
47.310001
46.77
44.900002
47.389999
42.689999
42.110001
42.700001
41.869999
45.900002
46.799999
44.82
44.139999
43.07
41.099998
41.27
37.66
43.790001
47.830002
43.889999
43.540001
43.43
40.549999
37.73
37
45.419998
42.709999
46.43
42.400002
45.290001
47.669998
48.32
46.82
46.549999
42.400002
42.630001
40.32
39.48
37.990002
34.860001
35.5
34.189999
40.34
39.41
40.139999
40.790001
37.919998
37.400002
39.560001
42.389999
38.389999
45.689999
46.580002
43.490002
43.91
40.009998
35.099998
41.25
38.279999
33.82
23.92
30.67
33.970001
29.34
30.639999
29.99
30.73
25.92
21
25
25
26.65
22.799999
20.9
21.700001
15.37
24.309999
25.299999
25.67
28.27
32.009998
31.780001
32.529999
33.060001
37.349998
35.709999
34.119999
37.400002
34.549999
34.880001
34.689999
34.549999
32.029999
32.869999
37.02
37.970001
39.119999
42.029999
41.209999
43.860001
42.439999
42.790001
42.080002
44.540001
43.970001
42.48
46.369999
46.419998
45.119999
42.18
43.93
43.25
42.950001
41.560001
41.630001
41.009998
41.549999
41.849998
41.790001
45.119999
43.400002
39.759998
39.099998
38.290001
39.330002
40.400002
